vtuber_name	num_unique_users	num_paid_users	num_loyal_users	num_members	paid_user_ratio	loyal_user_ratio	member_ratio	total_income	num_paid_chats	gini_index_by_user	num_sessions	num_chats	ratio_loyal_users_in_paid_users	ratio_payment_by_loyal_users	ratio_paid_chats_by_loyal_users	num_paid_users_&_loyal_users	payment_by_loyal_users	num_paid_chats_by_loyal_users	ratio_members_in_paid_users	ratio_payment_by_members	ratio_paid_chats_by_members	num_paid_users_&_members	payment_by_members	num_paid_chats_by_members	avg_payment_per_chat_by_loyal_users	avg_payment_per_loyal_user	avg_num_paid_chats_per_loyal_user	avg_payment_per_chat_by_non_loyal_users	avg_payment_per_non_loyal_user	avg_num_paid_chats_per_non_loyal_user	avg_payment_per_chat_by_members	avg_payment_per_member	avg_num_paid_chats_per_member	avg_payment_per_chat_by_non_members	avg_payment_per_non_member	avg_num_paid_chats_per_non_member	avg_payment_per_user	avg_payment_per_chat	avg_num_paid_chats_per_user	payment_by_non_loyal_users	payment_by_non_members	num_paid_chats_by_non_loyal_users	num_paid_chats_by_non_members	num_paid_users_&_non_loyal_users	num_paid_users_&_non_members	ratio_payment_by_non_loyal_users	ratio_non_loyal_users_in_paid_users	ratio_payment_by_non_members	ratio_non_members_in_paid_users	ratio_paid_users_in_loyal_users	ratio_paid_users_in_members	months_with_sessions	num_months_with_sessions	income_by_income_month	income_by_session_month	months_with_income	num_months_with_income	avg_income_per_income_month	avg_income_per_session_month	var_income_month	var_session_month	std_income_month	std_session_month	gini_index_by_income_month	gini_index_by_session_month	affiliation	Gender	mean_loyal_user_percentage_over_months	median_loyal_user_percentage_over_months	sd_loyal_user_percentage_over_months	livechat_folder	affiliation_type
Aura_Lily	1957	7	102	0	0.0035769034236075624	0.052120592743995914	0.0	21.29787353378985	8.0	0.528898363888461	177	105523	0.2857142857142857	0.6892924441706518	0.25	2.0	14.680463303743442	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.340231651871721	7.340231651871721	1.0	1.1029017050077348	1.3234820460092815	1.2				2.6622341917237313	3.0425533619699787	1.1428571428571428	3.0425533619699787	2.6622341917237313	1.1428571428571428	6.617410230046408	21.29787353378985	6.0	8.0	5.0	7.0	0.31070755582934817	0.7142857142857143	1.0	1.0	0.0196078431372549		['2020-11', '2020-12', '2021-02', '2021-03', '2021-04', '2021-06', '2021-07', '2021-10', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05']	25	[14.705394419864984, 1.9681167291608226, 4.624362384764044]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.705394419864984, 1.9681167291608226, 4.624362384764044, 0, 0]	['2023-01', '2023-02', '2023-03']	3.0	7.09929117792995	0.8519149413515941	30.10234342730581	8.934514371462688	5.486560254595388	2.9890658024644905	0.39870264263694394	0.9278443171164332	4 REALITY	Female	0.1366807066352301	0.07368421052631578	0.16511897421824384	livechat_0	Other affiliation
Jaret_Fajrianto	20033	0	81	131	0.0	0.004043328507961863	0.00653921030300005	0.0	0.0		377	412164				0.0	0.0	0.0				0.0	0.0	0.0																0.0	0.0	0.0	0.0	0.0	0.0					0.0	0.0	['2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-08', '2022-10', '2022-11', '2023-06']	29		[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0.0		0.0		0.0		0.0		0.0	GHOSTY's COMIC	Male	0.016918016886298532	0.008081100830309216	0.02118635378706893	livechat_0	Other affiliation
Iida_Pochi	48815	2198	977	1527	0.045027143296118	0.020014339854552903	0.031281368431834475	51926.846308825465	6287.0	0.7075898797677561	317	814526	0.060964513193812554	0.12417918908025616	0.1484014633370447	134.0	6448.233666125025	933.0	0.1769790718835305	0.3236463569079823	0.3122315889931605	389.0	16805.934633572033	1963.0	6.911290103027894	48.12114676212705	6.962686567164179	8.494324363597393	22.03421155169595	2.5939922480620154	8.561352334983205	43.20291679581499	5.046272493573265	8.122319998902274	19.41454487299803	2.3902708678828084	23.62458885751841	8.259399762816203	2.8603275705186535	45478.61264270044	35120.91167525343	5354.0	4324.0	2064.0	1809.0	0.8758208109197438	0.9390354868061874	0.6763536430920176	0.8230209281164695	0.13715455475946775	0.2547478716437459	['2019-02', '2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2022-01', '2022-02', '2022-03', '2022-04', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-04']	42	[4.3610108303249095, 127.30373503421559, 30.51989982583867, 76.57869811856926, 0.6298877837571744, 4.723378941106484, 84.47834128616071, 7.8096050499019025, 17.79731185858188, 504.67361960869556, 102.31225392460824, 167.65044026784383, 495.15692747475686, 897.41163951003, 241.9631482849952, 370.72332316186805, 526.2945293526014, 277.1092551392805, 88.44216205685703, 341.9079156889914, 2205.6589752676196, 4602.887640739345, 3554.929114685806, 4082.379620012903, 4616.60679186022, 4186.729684595828, 4564.185267982242, 1205.9453541400494, 2233.8146271943565, 3884.7699398955015, 1242.896608754561, 1040.7281568738247, 442.7494320627494, 647.0089686491029, 491.90288342984206, 6046.347195575231, 1498.8482059748203, 448.4964940538047, 182.26191805562834, 379.85234582299006]	[0, 4.3610108303249095, 127.30373503421559, 30.51989982583867, 76.57869811856926, 0.6298877837571744, 4.723378941106484, 84.47834128616071, 7.8096050499019025, 17.79731185858188, 504.67361960869556, 102.31225392460824, 167.65044026784383, 495.15692747475686, 897.41163951003, 241.9631482849952, 370.72332316186805, 526.2945293526014, 277.1092551392805, 88.44216205685703, 341.9079156889914, 2205.6589752676196, 4602.887640739345, 3554.929114685806, 4082.379620012903, 4616.60679186022, 4186.729684595828, 4564.185267982242, 1205.9453541400494, 2233.8146271943565, 3884.7699398955015, 1242.896608754561, 1040.7281568738247, 0, 442.7494320627494, 647.0089686491029, 491.90288342984206, 6046.347195575231, 1498.8482059748203, 448.4964940538047, 182.26191805562834, 379.85234582299006]	['2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2022-01', '2022-03', '2022-04', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-04']	40.0	1298.1711577206356	1236.3534835434625	2846775.325440747	2787643.0924713574	1687.2389651263827	1669.6236379709524	0.6399050401810448	0.6570524192200425	Independent	Female	0.058651461412646086	0.019518222191501493	0.08125546497519535	livechat_0	Independent
Figaro	8340	735	560	1633	0.08812949640287769	0.0671462829736211	0.1958033573141487	42172.4642328244	4915.0	0.8194566408228772	159	375340	0.2585034013605442	0.48336459613119614	0.5151576805696846	190.0	20384.676141756405	2532.0	0.5605442176870749	0.7962733168537592	0.7800610376398779	412.0	33580.807974567484	3834.0	8.050819961199212	107.28776916713898	13.326315789473684	9.14300801135879	39.9775928276477	4.372477064220184	8.75868752596961	81.50681547225118	9.305825242718447	7.947878129747379	26.59955497912358	3.346749226006192	57.37750235758422	8.580358948692655	6.687074829931973	21787.788091067996	8591.656258256917	2383.0	1081.0	545.0	323.0	0.5166354038688039	0.7414965986394557	0.20372668314624076	0.43945578231292515	0.3392857142857143	0.25229638701775875	['2021-01', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-11', '2021-12', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06']	25	[109.20013885151053, 2817.5546744799, 2526.0781039065027, 1508.7215226982348, 1208.0666327487208, 1916.4222557279957, 2575.3306987177953, 2001.894331409586, 261.1045531086377, 90.02277839857223, 3090.888274307207, 2727.531144245465, 2757.929981069154, 2519.6913483490484, 976.3835995290268, 346.6864473495321, 273.3256225442975, 1833.519105389879, 3056.3841188200186, 1305.8459359464453, 750.5381949312081, 698.9514824991965, 3278.3261937075436, 2431.808051650733, 1110.2590424382033]	[109.20013885151053, 2817.5546744799, 2526.0781039065027, 1508.7215226982348, 1208.0666327487208, 1916.4222557279957, 2575.3306987177953, 2001.894331409586, 261.1045531086377, 90.02277839857223, 3090.888274307207, 2727.531144245465, 2757.929981069154, 2519.6913483490484, 976.3835995290268, 346.6864473495321, 273.3256225442975, 1833.519105389879, 3056.3841188200186, 1305.8459359464453, 750.5381949312081, 698.9514824991965, 3278.3261937075436, 2431.808051650733, 1110.2590424382033]	['2021-01', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-11', '2021-12', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06']	25.0	1686.8985693129764	1686.8985693129764	1070634.7803313616	1070634.7803313616	1034.7148304394605	1034.7148304394605	0.3513288690491	0.3513288690491	SODA_KIT	Female	0.15501566263154293	0.09238687305968105	0.13166723902118865	livechat_0	Other affiliation
Takamiya_Rion	148036	5926	597	3340	0.04003080331811181	0.00403280283174363	0.02256207949417709	337211.8031838056	40971.0	0.8488115037463239	1658	10062557	0.04505568680391495	0.28913248255725643	0.32115398696639086	267.0	97498.8858021446	13158.0	0.23945325683428959	0.7281019630544959	0.679285348173098	1419.0	245524.57586328007	27831.0	7.4098560421146535	365.16436630016705	49.28089887640449	8.6187364678985	42.35958957088903	4.914825940978972	8.821981813922607	173.02648052380556	19.613107822410146	6.977718974164804	20.34329428012548	2.9154648324828045	56.90378049001107	8.23049969939239	6.913769827877151	239712.917381661	91687.22732052553	27813.0	13140.0	5659.0	4507.0	0.7108675174427436	0.9549443131960851	0.2718980369455041	0.7605467431657105	0.4472361809045226	0.4248502994011976	['2018-08', '2018-09', '2018-10', '2018-11', '2018-12', '2019-01', '2019-02', '2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06']	59	[1264.5035616855914, 2483.5996838749193, 1815.956560273488, 7385.7806973582865, 8530.102558522975, 7296.453775533165, 5882.589869045096, 3013.720435265138, 3884.849616899485, 12381.453702134695, 6942.716943755378, 5352.364562826329, 3433.627547580412, 5989.765237658951, 7027.723773730957, 22061.686893677892, 7052.45677216756, 5979.183117432204, 3905.394279713777, 10781.985011228175, 7454.820081524118, 7120.646026146251, 5006.293703832026, 6969.60020926059, 10481.991993407453, 10635.555700677589, 14073.310784921805, 11195.659564867261, 10463.750208324565, 4790.609125475553, 4671.989121142376, 5909.182929606897, 7628.627886470954, 9858.150042614505, 11134.385472097303, 9950.85635674167, 8993.962599500257, 4892.84072103384, 2904.458376735961, 6492.830259502284, 6682.907293268541, 2399.4887836583134, 1861.7720720377854, 3056.6657176571725, 1847.0420304927068, 2117.8006370478042, 2123.486315972609, 4748.87849317348, 1088.5910577374993, 1877.3574512526116, 1198.5142071117514, 2932.3729317478765, 5083.283897360683, 1224.3096236725091, 1168.7197454430627, 1843.3906252782535, 2096.4472986494247, 765.3392379924912]	[0, 1264.5035616855914, 2483.5996838749193, 1815.956560273488, 7385.7806973582865, 8530.102558522975, 7296.453775533165, 5882.589869045096, 3013.720435265138, 3884.849616899485, 12381.453702134695, 6942.716943755378, 5352.364562826329, 3433.627547580412, 5989.765237658951, 7027.723773730957, 22061.686893677892, 7052.45677216756, 5979.183117432204, 3905.394279713777, 10781.985011228175, 7454.820081524118, 7120.646026146251, 5006.293703832026, 6969.60020926059, 10481.991993407453, 10635.555700677589, 14073.310784921805, 11195.659564867261, 10463.750208324565, 4790.609125475553, 4671.989121142376, 5909.182929606897, 7628.627886470954, 9858.150042614505, 11134.385472097303, 9950.85635674167, 8993.962599500257, 4892.84072103384, 2904.458376735961, 6492.830259502284, 6682.907293268541, 2399.4887836583134, 1861.7720720377854, 3056.6657176571725, 1847.0420304927068, 2117.8006370478042, 2123.486315972609, 4748.87849317348, 1088.5910577374993, 1877.3574512526116, 1198.5142071117514, 2932.3729317478765, 5083.283897360683, 1224.3096236725091, 1168.7197454430627, 1843.3906252782535, 2096.4472986494247, 765.3392379924912]	['2018-09', '2018-10', '2018-11', '2018-12', '2019-01', '2019-02', '2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06']	58.0	5813.996606617281	5715.454291250886	15863153.624165276	16157500.712816862	3982.857469727642	4019.639375966066	0.3658861929875495	0.3766338846318283	NIJISANJI	Female	0.00908129863415353	0.0066046841036934605	0.008149248230768768	livechat_0	Large affiliation
Kayakuguri_Kario	873	17	13	13	0.019473081328751432	0.014891179839633447	0.014891179839633447	227.32045193556414	37.0	0.6022037872270721	708	104918	0.17647058823529413	0.5125491304048376	0.2702702702702703	3.0	116.51289996280809	10.0	0.4117647058823529	0.238253900541258	0.5405405405405406	7.0	54.15998434644972	20.0	11.65128999628081	38.83763332093603	3.3333333333333335	4.103983406398372	7.914825140911146	1.9285714285714286	2.707999217322486	7.737140620921388	2.857142857142857	10.185909858183201	17.316046758911444	1.7	13.371791290327302	6.14379599825849	2.176470588235294	110.80755197275604	173.16046758911443	27.0	17.0	14.0	10.0	0.4874508695951624	0.8235294117647058	0.7617460994587419	0.5882352941176471	0.23076923076923078	0.5384615384615384	['2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06']	25	[168.11615858427064, 6.40333700773464, 2.8048534547753956, 2.592416183076181, 4.151959464786836, 6.709740633351927, 20.180435903368405, 7.363288052943225, 4.442771732815086, 3.5779419595314157, 0.9775489589103571]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168.11615858427064, 6.40333700773464, 2.8048534547753956, 2.592416183076181, 4.151959464786836, 6.709740633351927, 20.180435903368405, 7.363288052943225, 0, 4.442771732815086, 3.5779419595314157, 0.9775489589103571]	['2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-04', '2023-05', '2023-06']	11.0	20.665495630505827	9.092818077422564	2198.0151275094267	1072.3549077630057	46.882994011788824	32.74683049950034	0.7424324222715092	0.886670265799464		Male	0.03878678109293577	0.029563106796116505	0.023798124626341274	livechat_0	Independent
Kuromiya_Konata	228	0	11	0	0.0	0.04824561403508772	0.0	0.0	0.0		39	10170				0.0	0.0	0.0				0.0	0.0	0.0																0.0	0.0	0.0	0.0	0.0	0.0					0.0		['2022-04', '2022-05', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2023-02', '2023-03', '2023-04']	10		[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0.0		0.0		0.0		0.0		0.0	Independent	Female	0.07110781235955775	0.06135486981677917	0.07873993221015077	livechat_0	Independent
Hinotori_Mera	4115	336	110	322	0.08165249088699879	0.026731470230862697	0.07825030376670716	26909.152485611703	3262.0	0.8627411298106825	307	336508	0.18452380952380953	0.588660323308147	0.49908031882280807	62.0	15840.350402128459	1628.0	0.3898809523809524	0.8041454836932304	0.6591048436541999	131.0	21638.87344131718	2150.0	9.72994496445237	255.48952261497513	26.258064516129032	6.774052682670284	40.39708789592425	5.963503649635037	10.06459229828706	165.1822400100548	16.412213740458014	4.739459572207305	25.70867826485133	5.424390243902439	80.08676335003483	8.249280345067966	9.708333333333334	11068.802083483244	5270.2790442945225	1634.0	1112.0	274.0	205.0	0.411339676691853	0.8154761904761905	0.19585451630676964	0.6101190476190477	0.5636363636363636	0.40683229813664595	['2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06']	18	[1445.6393632498373, 1980.7491598314662, 1366.9706303458618, 2766.9122089483053, 2035.696396821687, 4850.615328834822, 2295.9947763895216, 745.602830026389, 2072.187976320616, 776.4067860125222, 1577.8446613128306, 2415.4361856544556, 419.7548833792441, 1054.408680247917, 380.5603479550611, 404.1473362580072, 320.22493402317605]	[0, 1445.6393632498373, 1980.7491598314662, 1366.9706303458618, 2766.9122089483053, 2035.696396821687, 4850.615328834822, 2295.9947763895216, 745.602830026389, 2072.187976320616, 776.4067860125222, 1577.8446613128306, 2415.4361856544556, 419.7548833792441, 1054.408680247917, 380.5603479550611, 404.1473362580072, 320.22493402317605]	['2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06']	17.0	1582.8913226830425	1494.9529158673179	1256635.6542692464	1318286.3400512931	1120.9976156394118	1148.166512336644	0.3740003821260741	0.4087781386746255	Propro Production	Female	0.07294145816538768	0.06571428571428571	0.03637174105142675	livechat_0	Other affiliation
Aizono_Manami	45925	1442	208	593	0.03139902014153511	0.004529123571039738	0.01291235710397387	76188.07104549815	8027.0	0.8320056890521647	583	1659866	0.057558945908460474	0.3444026916318189	0.38769154104895975	83.0	26239.376738305902	3112.0	0.18030513176144244	0.625803558767783	0.5896349819359661	260.0	47678.765995925605	4733.0	8.431676329789815	316.1370691362157	37.493975903614455	10.162501384983162	36.75400611272424	3.616629874908021	10.073688146191762	183.3798692150985	18.203846153846154	8.654919565747583	24.11954741926611	2.786802030456853	52.83500072503339	9.491475152049102	5.566574202496533	49948.69430719224	28509.30504957254	4915.0	3294.0	1359.0	1182.0	0.6555973083681811	0.9424410540915396	0.37419644123221696	0.8196948682385575	0.39903846153846156	0.43844856661045534	['2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05']	50	[2024.1682748666965, 609.3965256615214, 2004.2359122139248, 3892.7191442995763, 2241.2022035082987, 2194.959342922437, 4114.741235473185, 2802.9556573416203, 3193.374226661304, 840.4981470948535, 2433.322834331848, 1437.5559966162807, 5726.707401755241, 310.03326579289427, 570.1847216293636, 1242.3719202246677, 3191.0007136603754, 186.05263696257518, 7.677948056138087, 1938.3312268339755, 2245.521571978962, 127.09353562646342, 111.75014331281037, 54.20112105059743, 2575.69885735293, 12555.462325662835, 480.3549260912998, 1206.301946885017, 109.56471504816334, 413.20514450079355, 42.26792565525366, 4904.119252594771, 418.9345346880604, 444.73575062299733, 614.4040582021072, 1189.85392766781, 1316.261436998348, 63.15743273376794, 196.5441868872909, 215.75018294761387, 88.83981728835758, 232.11457247648227, 459.4499533642029, 2546.853904007617, 397.57703367915923, 573.408374655481, 96.5012283203085, 1233.4883996312901, 313.1654496602642]	[2024.1682748666965, 609.3965256615214, 2004.2359122139248, 3892.7191442995763, 2241.2022035082987, 2194.959342922437, 4114.741235473185, 2802.9556573416203, 3193.374226661304, 840.4981470948535, 2433.322834331848, 1437.5559966162807, 5726.707401755241, 310.03326579289427, 570.1847216293636, 1242.3719202246677, 3191.0007136603754, 186.05263696257518, 7.677948056138087, 1938.3312268339755, 2245.521571978962, 127.09353562646342, 111.75014331281037, 54.20112105059743, 2575.69885735293, 12555.462325662835, 480.3549260912998, 1206.301946885017, 109.56471504816334, 413.20514450079355, 42.26792565525366, 4904.119252594771, 418.9345346880604, 444.73575062299733, 614.4040582021072, 1189.85392766781, 1316.261436998348, 63.15743273376794, 196.5441868872909, 215.75018294761387, 88.83981728835758, 232.11457247648227, 459.4499533642029, 2546.853904007617, 397.57703367915923, 573.408374655481, 0, 96.5012283203085, 1233.4883996312901, 313.1654496602642]	['2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-03', '2023-04', '2023-05']	49.0	1554.858592765262	1523.7614209099568	4399254.9982435675	4358654.569051218	2097.4401059967286	2087.739104641961	0.5911095909309454	0.5992873991123265	NIJISANJI	Female	0.024301316993577293	0.017084105998443462	0.02490434640218947	livechat_0	Large affiliation
Lilpa	16354	2	412	0	0.00012229423994129877	0.025192613427907545	0.0	78.8371328375553	2.0	0.47124900840428363	11	118376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				39.41856641877765	39.41856641877765	1.0				39.41856641877765	39.41856641877765	1.0	39.41856641877765	39.41856641877765	1.0	78.8371328375553	78.8371328375553	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0		['2021-12', '2022-01', '2022-02', '2022-03', '2022-06', '2022-12', '2023-04', '2023-05', '2023-06']	9	[76.57048709391238, 2.266645743642926]	[0, 0, 0, 0, 0, 0, 76.57048709391238, 2.266645743642926, 0]	['2023-04', '2023-05']	2.0	39.41856641877765	8.759681426395034	1380.2652098515032	575.2876676109785	37.151920675134726	23.98515515086318	0.47124900840428363	0.8824997796453964	ISEGYE IDOL	Female	0.08573438479664985	0.08892447915588261	0.044981100970805696	livechat_0	Other affiliation
